sentiment,Content
happiness,"you are not old!!! You're  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster...."
surprise,"You are so lucky you get to travel."
happiness,"you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both."
relief,"You are too kind! I swear I'm always feeding someone!"
happiness,"you are too sweet girl!! My food was soooo good"
happiness,"You are totally welcome to come hang out on my wiki  Do it, do it!"
happiness,"You are very much welcome"
happiness,"You are very much welcome"
surprise,"You are very, very good. Why didn't I think of that?"
happiness,"You are welcome"
surprise,"You are welcome  I love cute stuff!"
surprise,"You are welcome."
surprise,"You arent following me, so i cant send you a DM.."
happiness,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!"
happiness,"you called me? didn't get that.  nest time for sure. maybe i'll come to LA soon. i hella wana go to Disneyland."
surprise,"you can explore the site 2 and find cool stuff"
enthusiasm,"You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!"
surprise,"you can still stay if you want to!"
relief,"you did just add me haha  xo"
happiness,"You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!"
surprise,"You didn't see everyone going on about it on Facebook about 3 months ago?"
happiness,"you don't need my physical presence, you have my energy already!!!"
surprise,"you dont say"
surprise,"You forgot moi  #twpp"
relief,"You gave me the inspiration for my last update."
enthusiasm,"You geek!"
surprise,"you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML"
surprise,"you got sonic without me?"
happiness,"You Got Twitter Yayy  xxx"
relief,"you guys actually rock  why aren't you going to europe with jb?"
happiness,"you guys are moving to LA?! Why so far? But we shall make a castle before you leave!"
enthusiasm,"You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!"
happiness,"You guys rocked tonight. And yes, us Tacoma kids RULE."
surprise,"You have DSL? Welcome to 2009!"
happiness,"You just let me know how that goes."
happiness,"You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3"
happiness,"You know what?  That cowboy hat in your pic made me smile today (you don't see many of those in Japan)"
happiness,"You know you're up too late when the TCU nightly scan starts! Oh well, I graduated today"
happiness,"You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?"
happiness,"you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang"
happiness,"you looked gorgeous last night! hope you had a HEAP of fun."
happiness,"you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
happiness,"you must love sydney more  dont leave us sydney kids  xx"
enthusiasm,"you outta follow zipz for discounts and updates"
surprise,"you own a didgeridoo?!?!"
surprise,"You realllllllllly just said that didn't you?"
happiness,"You really think it was that awesome? We'll have to discuss"
happiness,"You rule for doing this! I bought the second game at full price and lost it in a move."
enthusiasm,"You said your getting McFlys live album 2morrow, whats it called?  xx"
happiness,"you say the nicest things."
happiness,"you should come out!!"
happiness,"You should retweet others good tweets at least 10 a day to get involved into things at twitter"
happiness,"you should so host the next logies, i only laughed at your bit really"
surprise,"you stopped followin me?"
happiness,"you take such good photos."
happiness,"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day."
surprise,"You too, Rus!"
happiness,"You too!   Happy Mom's get to rule and kids have to take it day"
happiness,"You were absolutely amazing in the Wolverine  you're sooo beautiful !! you're also such an amazing person, i look up to u"
relief,"you were great. just awesome. i was crying cuz i wanted to be there so bad"
happiness,"you writing fanfic? me read!"
enthusiasm,"you'll be good eloise"
relief,"You're a good friend Dave.. we can wait!! Hope we dont have to wait too long though"
surprise,"You're a night owl, too, huh?"
surprise,"you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff"
relief,"You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms."
enthusiasm,"You're going to the UK?! Take me with!"
surprise,"you're in france?!?! cheri!"
surprise,"you're in London?! Wow! I'm near there"
surprise,"You're not going? Awww"
surprise,"You're not singing in the rain?"
surprise,"You're not the only one surprised that FreeTDS and UTF-8 don't &quot;just work&quot;. But you'll get it right, eventually."
surprise,"you're so gorgeous!!"
surprise,"You're the third person to ask me out on Mon afternoon ;) I'm so sorry, but I'm helping tutor my friend for C1/C2  xx"
happiness,"You're very welcome"
surprise,"You're watching Firepro0f?"
surprise,"You're welcome"
happiness,"You're welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it"
happiness,"You're welcome!"
enthusiasm,"You're welcome!  How much longer until it's colored in?"
happiness,"You're welcome! It's been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL"
surprise,"You're welcome. There!  I added you already!"
relief,"You're welcome..."
relief,"You've got a deal!"
happiness,"You've got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it's what life is for"
surprise,"Your birthday? WELL Happy birthday"
happiness,"your dad is a superman for pulling through! Take it easy"
happiness,"Your father is a lucky man! He sounds like a fighter"
surprise,"your in london?   are you doing any shows here?"
enthusiasm,"your making me jealous now  I want one! How long have u guys been married?"
enthusiasm,"your message!!! You are such a twitter freak!"
surprise,"your new song is AMAZING"
enthusiasm,"Your not alone"
happiness,"Your peanut butter soup was amazing and so was everything else!  Your soup was just a higher form of amazing"
surprise,"Your schmoo is moving? Are you sad?"
happiness,"Your second episode of Sonny WAC was on in New Zealand tonight. You were (and still are) AMAZING! ily  xx"
happiness,"Your sweetie is very lucky too!  #liberty"
relief,"your test works fine for me  tweetdeck is so cool eh?"
enthusiasm,"Your the supporter  its totally up to you"
happiness,"Your welcome hun!    They are all amazing people - make sure to say hello to them!"
happiness,"youre very welcome....you deserve it!!"
surprise,"YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I'll come prepared!"
surprise,"yr very young looking dude"
relief,"Yucky! We had our last soccer game of the season today...tryouts start Friday"
happiness,"yum - mother's day lunch at The Food Business in Burnside was delicious! such a gorgeous day"
happiness,"Yum! Whole box of cookies for me"
enthusiasm,"yummy curry  save me some please lol"
happiness,"Yummy, 2 tacos at Jack In the Box"
enthusiasm,"Yup  On to Mother's Day. Any plans for your birthday?"
happiness,"yup - that's where I watch all my movies"
happiness,"Yup I stayed until the very very end  Exciting!"
happiness,"yup it gets better again after S4"
happiness,"yup its working. they couldn't recover anything on it though"
surprise,"yup slowly recovering. it sucks that i can't eat the stuff i'm craving right now. my gums can't take it. how was your trip?"
relief,"Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me"
relief,"Yup, everything's there."
relief,"Yup, I'm pretty sure summer could not have started off any better than the one this year"
happiness,"Yup, us too. Spending time with Mom, Sis and Aunt  Have A great Mothers Day!"
happiness,"yup!! even though its a lil rainy out lol hope ya have a good day"
relief,"Yup. And pulse.im is withstanding the hits so far"
relief,"Yup. Their loss."
happiness,"yus! :3 he was really nice"
surprise,"yvw hun  ... I agree boy touts!! Freakin hate them with a vengeance! Good luck in sellin,sure someone will def snap up!!"
happiness,"yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away."
happiness,"Zapatos for trashcan nachos and then an epic night"
happiness,"zombie wrangler sounds like fun. I don't have halo wars."
surprise,"eeek!! Your coming!!!! Im soo excited to see you on Thursday!!"
happiness,"i did on my walk home. it looks amazing"
relief,"Ive been dying for those!! They just so expensive in little sizes."
happiness,"Lmao Yes its on the 27th  I get so excited lol"
surprise,"*follows back*"
happiness,"~~Hello~~~  and thanks for the follow."
surprise,"  eff you. jk, i'll probably make it to philly."
happiness,"god peppermint mochas frappachinos are amazing...  and addicting"
happiness,"haha ty"
surprise,"I'm not leaving yet!"
happiness,"  looks like a delicious recipe, will try that tonite"
happiness,"  well, I couldn't get a real clear shot, but I've got the best I could...silly people walking through the admitting of the ER..."
enthusiasm,"Well....hopefully someday soon you can get one!"
surprise,"when do you find out?"
surprise,"XDXDXD you crazy little thing why didn??????t you get off the train and hug me????"
relief,".... It was just alriiightt"
happiness,"*waves to make it all OK again*"
happiness,"#amtarot Thank you so much!"
surprise,"#nightshift I'm still working  luckily having fun with it. I can turn the music up when no one else is in the office. yay"
happiness,"a good girl nevah tells hahahahaha! hope you had a good weekend"
surprise,"AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !"
happiness,"Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard."
relief,"as long as you're okay..."
happiness,"awesome   I'll have to keep a look out for it!"
happiness," AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David"
happiness,"awww lol yh it is worth it-  mcfly are worth it 2  eekk"
happiness,"awww thank you"
happiness,"awwwww  would a virtual high five make it any better?"
surprise," awwwwwww, our kitties are the BEST!"
enthusiasm,"back in a few .. i will make u a lil something"
happiness,"be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!"
happiness,"but i love your haaaaair!"
surprise,"buy yay for your shoot...hope it goes well!  What is it for?"
happiness,"congratulations  were you being mindful through the run as well or / and listening to music?"
